clean_comment,Result
definitely i am off to work now but i will leave it open to have a look at later thanks for your review and for sticking with your point i got it eventually talk',0
draganparis case you may remember i protested not threatened you as some claim for one deletion of my text and i excused me later when you warned me to be an administrator nothing showed to me before that you were an administrator though would you help now solve some defamation problem please thank you very much hello this message is being sent to inform you that there currently is a discussion at wikipediaadministrators noticeboardincidents regarding an issue with which you may have been involved thank you',0
mass deletions and synopsis at this point i think it is important to discuss what constitutes excessive detail when it comes to a multiissue crossover event given that the storyline covers months of details and multiple points of view each seperate series we should come to a consensus on what should be included in the article and what should be left to the imagination or primary sources there also seems to be an effort on the parts of some editors to delete material without consensus so this is an attempt to find that consensus please chime in on your views of the organization structure and content of the article',0
redirect user talkawilleyaustrian economics',0
welcome and thanks for doing rc patrol try using twinkle it is awesome talk contribs',0
sorry and thanks could not get the code to go back correctly should have reverted myself but thought it was another server glitch thank you for cleaning brian jones presents the pipes of pan at jajouka',0
message hey coolrunner you tedious little shit why do not you just grow a pair and stop wasting everyone is time with your whiny posturing about vandalism fact is rd reynolds is a vile mound of goo and puss and is undeserving of a wikipedia entry maybe you should go and start an iwc wiki or some suchlike and put all your overweight friends in there wikipedia is supposed to be about serious issues like politics science geography etc not some morbidly obese basement dweller who makes up crap about professional wrestling his books have no sources and contain more errors per page than there are zits on your face',0
question does anyone know if wwe has someone reading these pages',0
january utc thanks for your message i have replied there again have a good evening thanks talk',0
indent i suggest you guys read this where i demonstrate that some editors here really do not understand how a legitimate military target is defined in ihl according to hrw a hamas fighter is a legitimate target whether he is shooting someone right now or not hrw also says it is legitimate to target the home or office of a hamas commander i was told that the icrc defines it in some other way but have yet to see the ref',0
ironic that you would tell me to view the talk rulesi was deleting sections of talk pages which were being used as forums about the subject rather than discussion about the article so stfu',1
re reverts hello drmargi i would like to take this opportunity to thank you for saying what needed to be said to me but in a very respectful sophisticated manner i have taken the time to review both articles you referenced especially personal attacks while what i said was not directed at any specific person it was in direct conflict with a portion of what constitutes a personal attack for that i would like to apologize the reason i verbally came out swinging so to speak is because of misdirected frustration there is an individual with whom i had a conflict regarding the episode page of another show a show about which i am almost as passionate as i am about person of interest and that very same person if one of those who reverted my edit mind you for good reason i now know however when this took place on another tv show is page he was extremely passive aggressive and hostile in his immediate discrediting of my editing abilities i had just started using wikipedia at the time and was not very proficient in computational cyber protocol or even writing code that is not the case anymore please do not misinterpret this as i know i am the one in the wrong and i am not trying to engage in a dialogue in which i somehow look like the victim i just feel as though i needed to explain myself and who better with whom to do so than the one of users on wikipedia who have shown me respect and made me feel welcome i am well aware that the world will not end if the poi season info is not complete lol if i thought the world were to end i would not be on my computer but passive aggression aside i sincerely am a person who loves person of interest and criminal minds as they have helped me deal with deepseeded problems in my own life as farfetched as that may sound so i make it my business to do the best i can to help keep fellow fans as informed as possible and wikipedia is an amazing vessel through which to do so in my mind i saw how many little error notices wikipedia has put on the poi episode lists and wondered why my mistake was immediately centered out but whoever made the mistakes of adding too long of an episode summary over times was not reprimanded however it is foolish to assume they were not i reacted much in disproportion to the situation and i do not intend to do so again as i want to respect wikipedia is rules i just felt that a specific user had discredited my information for the sole purpose of undermining me that did in fact happen on a page for criminal minds and i was the aggrieved party in that case my information was solid came straight from a coexecutive producer and yet this person continued reverting it so i sought help and reported him however to think that same scenario applies to this poi conflict i now see how slanted and nonsensical that is in conclusion i will not add information unless it can be traced back to an original source credible and solid like my addition of fred toye as director and andy callahan as cowriter of poi episode the th i do apologize if i have offended you with my two aggressive edit summaries as they were the result of misdirected anger and frustration thank you for informing me of where i went wrong and remaining respectful and composed i love to learn and i am glad i have learned more specific information about how to avoid referenceedit infoconflicts i also want you to know that i am well aware that wikipedia is not a fan site while i intend to show you the utmost respect that was uncalled for i can read very well in fact je peux parler en fran\xc3\xa7ais aussi et je peux le comprendre i know that wikipedia is an encyclopedia that is why i try to be as thorough as possible and if this sentence comes off as condescending that is because you offended me as well i did not insult you or anyone specifically what i did was make a childish angerdriven juvenile comparison of whoever reverted my edits to royalty or selfappointed leaders it was a mistake to do so and since i am not very good at conflict resolution the fact that this is my best attempt to mend fences proves that i am going to stop now because i am starting to argue with my own intentions please forgive my outburst and be assured that it will not happen again i will continue to help build a stronger season episode table with solid references but i fully intend to adhere to the rules and keep my opinions of other editors to myself thank you for helping me to stay informed so that i can continue to inform fellow tv crime drama fans happy editing and thank you for your kindness and composure in this matter b edward bef',0
another worthy editor with whom i disagree about his recent editing of what i first wrote six months ago actually gives the best evidence that clarification of the word uphold is appropriate if not in fact needed in this article as you can read above he states on this discussion page that no clarification of the word \xe2\x80\x9cuphold\xe2\x80\x9d is needed because it is such a simple word he says \xe2\x80\x9cif people are smart enough to access wikipedia they should be smart enough to understand the meaning of an incredibly common word i am willing to concede all of your other points but i will continue to revert your changes if you insist on adding the word approved twice no less to clarify the elementary word uphold emphasis added yet even this intelligent and wellexpressed editor was confused as to the meaning when he first edited by removing \xe2\x80\x9capproved\xe2\x80\x9d as a clarification of the word \xe2\x80\x9cupheld\xe2\x80\x9d he did so not because it was a commonly understood word that was incapable of being misunderstood as he now says it is no his reason was the complete opposite he changed it because at that time he misunderstood the meaning of the word in his own explanation of the edit on the revision history page for this article he wrote his reason for removing the word \xe2\x80\x9capproved\xe2\x80\x9d stating on december the following \xe2\x80\x9c december upholding is different from approving emphasis added\xe2\x80\x9d he changed it because he thought the words had different meanings he understands now but has briefly no doubt as can we all forgotten that people as did he can misunderstand these terms he is also correct that i did put that clarification twice i did so because it seemed appropriate when i sought to present the information in a suitably short yet accurate fashion however it is rather obvious that even twice isn\xe2\x80\x99t enough clarification for every time that every reader reads something this is true for us all even editors who take of their own time in an effort to improve wikipedia articles the other editor says \xe2\x80\x9cif people are smart enough to access wikipedia they should be smart enough to understand the meaning of an incredibly common word\xe2\x80\x9d i disagree respectfully even intelligent editors can and this instance did misunderstand what they thought was an incredibly common and elementary word such as \xe2\x80\x9cupheld\xe2\x80\x9d please understand that this is not a personal attack in any way and that everyone\xe2\x80\x99s opinion and thoughtful efforts at editing are valuable it\xe2\x80\x99s just that the circumstances are that the very person who now says that the clarification is so completely inappropriate here that he will continue to remove such clarification every time in the future that it is restored is the same person who originally took out the explanation not because it wasn\xe2\x80\x99t needed but rather because he didn\xe2\x80\x99t himself understand what the term meant we are all human we are all learning the other editor is hardly alone in being human the reason that i could quickly find so many examples of clarification of the same term coincidently done in the same manner is that the term upheld is worth using it has a precise meaning especially to those in the legal field but it i',0
ct coopermaybe they are fyrom ferg',0
come on man do not be a prick',1
merging accounts hello i saw your question about merging accounts on a talk page that is on my watchlist unfortunately wikipediachanging username states that it is not possible to merge accounts you could however place a note on your',0
mlauba i created a amanda knox sandbox page as a test you a failed it you pointed out to me privately that it was not allowed that to me is hijacking i am less concerned about your taking offense to my soapboxing as i am being blocked from enabling two sides to a story',0
i do not wish to enter the discussion thank you i have made my point by my previous edit others may discuss its validity to their hearts content',0
subject to deletion on because of lack of citations i have added three original newspaper articles from in the sources section supporting the information i added to the article i will add citations as soon as i figure out how',0
united states white house',0
happy thanksgiving december st freak happy thanksgiving has given you a turkey turkeys promate wikilove and hopefully this has made your day better spread the wikilove by giving someone else a turkey whether it be someone you have had disagreements with in the past or a good friend happy thanksgiving spread the goodness of turkey by adding to their talk page with a friendly message categorywikilove templates december st freak happy thanksgiving',0
his direct personal attacks and vandalism ddstretch is walking a fine line at this point as he has already accused me of threatening people let it be clear there are no threats i warned kevin patiently and now he is permabanned the warnings were a courtesy which he discarded like the corpse of a dead hooker i will not afford people that courtesy in the future because apparently it is threatening',0
please stop if you continue to introduce inappropriate pages to wikipedia you will be blocked from editing \xe2\x80\x94 talkcont',0
may utc my statements are true as you will see this when she comes back as she already has to some extent also i see you finally found a place where you can call me an obscenity and get away with it congratulations',0
please do not vandalize pages as you did with this edit to paco catholic school if you continue to do so you will be blocked from editing',0
why has everybody on wikipedia got so scared of a simple question you no longer even giving reasons as you know that i have outsmarted you i am sorry for the arrogance but i have if jimbo wales unlike you lot has an intelligent response to my original question then i invite him to reply but it seems to anybody who just stumbled across the talk page he is too afraid one of the top hundred people of the year do not make me laugh',0
redirect talkwilliam inglis british army officer',0
hi can you and your kind stop threatening m every time i edit a page i thought that was the point if your superdooper encyclopedia goes around telling peole that the continental systema nd blockade are one thing and that was to boycott of british goods then its quite simply lying to people and miseducating a fucking disgrace',1
nonsense there is no such thing as a formal warning anyways please do not bother with such dramatics irony huh on my talk page again george',0
primaries are run by the states caucuses are run by the parties the party decides which process to use but if it is a primary it is run by the state so the date of a primary is set by the state but the date of a caucus is set by the party and the rules of primaries are set by the state subject to federal law of course hence virginia is ballot access rule and the subsequent lawsuit now why states get to run primaries i do not know the history but the parties like having the state run the primary as then the party does not have to pay for it',0
possible sockpuppet account this is a oneissue account with a suspiciously good knowledge of wikipedia rules and jargon for a new account owner and after just three hours since account creation already has a history of disruptive editing a rr violation and a resulting admin block the account has only ever been used for editing stanley meyers fuel cell and admiral sir anthony griffin who was a strong supporter of meyers and whose article was just created by this user by highly dubious close paraphrasing of a copyrighted web page i therefore suspect that this is a sockpuppet account of some kindalthough i apologize in advance if this is a mischaracterization',0
june utc sha not be bothering have just had my attention drawn to our very own wiki which we shall be promoting in cornwall as the more accurate one httpgodhvoswikiacomwikigodhvoswiki',0
ok i finished the list under deliste der st\xc3\xa4dte und gemeinden in der slowakei everybody might feel free to copy it and adjust it for his needs nov utc',0
hi krs tells me that you may be knowledgeable about indian political parties the list of political parties in india is a mess i would appreciate any help in trying to sort it out thanks for your help dec utc',0
please kindly provide the cas number of potassium naphtha \xe5\xb1\xb1\xe6\xa2\xa8\xe9\x85\xb8\xe9\x92\xbe for the product of httpwwwyiminfoodcomcnproductshowaspid classid',0
thanks thank you for probing deeper into the matter would you also kindly help me protect my talk page from bullyish reverts',0
having said that i can imagine that the typical lowe is employee would probably be in violation of corporate policy if she did that if i give you a page that says do not copy on it and if you copy it anyway you will not be violating any law would you',0
unblock me because i am sorry and will stop as of now',0
while agreeing broadly with the claim that the paragraph is unnecessary if it stays it should not include adraeus unsubstantiated claims about what strong atheists say about weak atheists aside from reverting to the earlier version i have tried to bring some consistency to the article in terms for example of how books are referred to and i have removed the final paragraph aside from being almost impenetrably ungrammatical it made reference to other disciplines as though atheism is itself a discipline and in general did not seem to be doing anything useful \xce\xbc\xce\xb5\xce\xbb \xce\xb5\xcf\x84\xce\xb7\xcf\x84\xce\xb7\xcf\x82 mar utc',0
daniel vincent kelley is theory regarding this phrase first i want to point out that while it is claimed in the article that marie antoinette was kind and noble and gracious of the peasants nothing is cited to prove such the one antoinette quote that is offered to this end smacks of sociopathology or her recognition that she would promote her own cause by offering kindness to those who are proving themselves kind to her there is nothing in the phrase to indicate that she was speaking of the whole of the french people but it seems she was speaking about some particular people who had been particularly kind to her calculating psychopaths can be kind for this reason so that they will enjoy camaraderie with their aids so this statement that she felt she should be nice to the people who were being nice to her certainly does not certify marie antoinette as kind hearted or noble i suspect that much as the phrase is thrown around today it was probably thrown around by the clique of it is originator they probably had a real laugh suggesting things the peasants could eat when they ran out of bread as happened under the leadership of every dictatorial monarchy here is how i imagine the phrase came to be said by marie antoinette is she heard her royal family her mom and dad and step parents maybe her grandparents talking about what had been said in an age past when the peasants ran out of food and started eying the national leadership as cause then when she found herself in the situation she used what was in her circle a cliche that was widely unknown to the rest of the world she probably did not think much of saying it she probably thought it would be received by her audience as cute and figured it would never get around never become more widely known that she said it and probably she had not really considered how callous it is when people are starving to make light of it so my guess is that exactly as the phrase is thrown around today for it being so pithy and the situation so often endured peasants starving marieth\xc3\xa9r\xc3\xa8se originated it the phrase circulated amongst royalty for years probably spoken of at dinner parties how pithy was marieth\xc3\xa9r\xc3\xa8se how callous and witty and devilishly fun from the sadistic royal perspective so marieth\xc3\xa9r\xc3\xa8se originates it marie antoinette is family speaks of it tells the story marie antoinette happens upon the same situation bread shortage she rehashes the phrase originated by marieth\xc3\xa9r\xc3\xa8se rouseau writing of it attributing it to a princess who he had not heard first hand say it proves that the phrase was circulating in royal and educated circles he says some earlier royal said it presumably she said it to other royals and presumably rouseau similarly heard it spoken by royals so obviously if marieth\xc3\xa9r\xc3\xa8se said it years before rouseau wrote it obviously the phrase was conveyed by some royal story teller who probably blathered on and on about all the corruption and hijinks those callous witty royals do for love of reliving the old times and as lessons to the young royals on how to live marie antoinette saying it in royal company would be like her saying i am on your side royal friends it is basically a slightly witty way for marie antoinette to say she does not care how the peasants get through their hard times how the royals deal with the peasants through those hard times callous is her intent and plan it was a way of declaring her loyalty and making light of the situation many here have claimed that because rouseau wrote it before antoinette could possibly have said it means that antoinette never said it that is obviously nonsense she obviously did not originate the phrase credit marieth\xc3\xa9r\xc3\xa8se but that would not prevent her from spouting cliche as so many nim wits make habit',0
we do not have separate articles on kurgan theory and ponticcaspian homeland and the absolute dichotomy you are trying to create between the two does not seem to be standard or accepted ah finally a relevant piece of info first seem a weasel word meaning seem according to my pov and finite knowledge is not the same as is and how am i supposed to know or care about your lay kurgan theoryponticcaspian homeland wikiconfusion i really do not care about your internal politics cuz i have a life did you think users should oh dear this is exactly how shitburglarz wp has become and why i only casually edit here from time to time for kicks and to shake up the retards who believe a lot of the false crap on here you all will make up rules and policies among your lonely selves and expect people to read a page ramble on everything ever seen the movie brazil it looks like a lot like wp bureaucracy hell lol',0
what a sham hahahaha hahahaha this is so funny that poor guy is totally flustered and confused so i am just gonna let him go lol i doubt if he is in a state to understand anything anymore it will only confuse him further lol he actually inadvertently helped me lol i wanted to close those superflous accounts anyway lol the admins involved are misinformed and confused too policy understanding and applicability went for a toss even when the policy is quite explicit but never mind them lol i guess they cant be expected to spend their time to go thru all messages carefully to really and actually understand a situation so they just act willynilly and haphazardly btw if that guy calls me a vandal then i will call and consider him a troll and he knows that lol perhaps i should have followed the policy of not feeding the troll lol he started the issue why does he get so worked up then hahahahahahahahaha he cant take it hahahahahahahahahaha lol anyway sue i am gonna be quite busy important stuff coming up i am really going to enjoy will log in only after quite a while have a few ideas which can change the technical and general policy of wiki in a very fundamental way will have to chat with the concerned guy at wiki anyway you too have fun sue enjoy hahahahahaha that guy sure amused me muchly lol hahahahahahaahahaha bye',1
oh that is right i speedied a few of his nonsense pages last night and the night before thanks xxx',0
almonds from dsduani wlu i am new at this and wonder if this is the right place to respond to your edits let me know if this is not the case in your recent edit on almonds you stated that almond is often substituted for vanilla by diabetics both almond and vanilla extract have about the same amount of sugar and calories so i am not sure if this is useful information diabetics may substitute one for the other but i do not think it has any effect on their diabetes or diabetic diet i am replying on your talk page my smile for the week i just wanted say thank you for the barnshine i keep meaning to say so but everytime i log in i see something that irks me and then off i go i am kind of a flake like that i noticed your arbcom deal good luck with that i hope a happy solution could be found for all parties involved even if you and i are often on the same page when it comes to all of that cheers emboldening moved from user page just thought i would give you a chill by answering over here regarding the use of bolditalics i can not quote you the official rule but in the real world titles for long works are either italicized or underlined and as far as i have seen on wikipedia the same holds true here bold is only used for the subject of the article in the first sentence and generally for emphasis oops sorry about the user page thing total brainfart images need removed please remove these images from your user page as they are in violation with wpfairpolicy number since no fair use images can be used on user pages thanks imagered magegif imageff usa boxartjpg imagefinal fantasy i battlepng imagestanpng imageericpng squeaky here hi thanks for the note you left me regarding my article on bridget taylor a few points if i may i am new to this so i am not really good at i do not think you hate me and i see how much obviously better the article is with your edits so i am actually grateful you are really good at this i am not but i would like to learn so seeing the changes that you made to my original i can not help but agree they improved the article every one of them so no complaints hereyou have my thanks just to clear up a couple of kind of misconceptions i really had no agenda i do not know bridget taylor i was not promoting her in the sense of i think she needs to be promoted if i was promoting her it is more because i have become a huge user of wikipedia myself it is become the first place i go to research any subject person place or thing given that i totally respect the fact you are such a great editor as a user of the information provided here i also hope that the subject matter is comprehensive fact filled current and factual so again i am not offended by the need for editing rather i welcome it getting back to my agenda i became aware of bridget taylor through a child with autism and did some research on her background i found that she is widely considered to be the leading expert practicing the use of aba therapy and that she is truly a tireless advocate for autistic children and adults my sole agenda honestly was not to promote her but to have her listed in wikipedia when the parents of child get the dreaded diagnosis of autism they tend to search for everything and anything in their power to help their child i have learned in my research that taylor s work and practice are of the utmost importance especially to the parents of very young children first diagnosed the alpine learning group is arguably but not many would argue the point the best placement for an autistic child in the country so given what i had learned from my research i just thought it was very important to growing segment of the population that taylor just be listed in wikipedia honestly i am without agenda in fact i am not a fan of aba therapy it is however the only scientific method proven to help autisic children learn which is a valuable thing a parent can use dietary supplements adjunct therapies etc which i totally support in the meantime while waiting to see the results there is a small window of opportunity when a child is brain is still pliable and they are at their peak learning age that window goes from maybe years old so to me it seems very important to use what we have available aba therapy so that child all autistic children make the strides they are able to make in lear',0
it seems tamfang agrees that mottoes may be excluded in emblazons will his opinion suffice not that you provided any sources just a link to an image to a coat of arms that happened to have a motto but nothing stating that a motto was mandatory it is nice to know that even a compromise is a point of contention with you tk',0
sorry i did not know about this how do i withdraw a candidate',0
well i do not care whether you believe it or not but it is true',0
perhaps the addition of a discussion of jerry pournelle is iron law of bureaucracy will provide sufficient amplification of the typical american attitude toward this institution to account for the negative connotation almost universally accorded the concept of bureaucracy in american culture in which the bureaucratic imperative \xe2\x80\x94 however it manifests \xe2\x80\x94 is utterly despised indeed pournelle is relatively dispassionate criticism of bureaucracy may not go far enough to accurately convey the pure hatred held by the average american for bureaucrats and everything having to do with the institution of bureaucracy in both the private and the public sectors it does not for example address the bureacrat is propensity for sloughing responsibility there is a reason bureaucrats are seen as asscoverers whose foremost priority is to ensure that they are never accountable for anything it is because many bureaucrats really are asscoverers whose overriding priority is to ensure that they are never accountable for anything as a corollary if things go wrong support for the idea that you predicted it may be helpful in building your bureaucracy is importance at the expense of its rivals this is as true within corporations as it is in the public sector or the military if you have spent much time in the working world you have seen this tendency in action which is in american eyes particularly despicable for its abject cowardice as well as its wastefulness ineffectiveness and inherently obstructionist effects hm and while we are at it how come we are not discussing the sheer vogosity of bureaucracy this attitude toward the bureaucrats does not really seem to be an exclusively american peculiarity at all does it',0
oh blow it out your ass mr i amtoogoodtobeloggedin you have no proof that i am anyone else and your baseless accusations are laughable you think you can armchair for the adminstrators and yet you bought your couch at a yard sale for twenty bucks just because i use words that someone else uses that automatically makes me them if i speak dutch does that make me santa claus now go blow it out your eye wall',1
clarification of edit policy in addition scienceapologist has made two reverts where no consensus exist one at january and the second at january finally orangemarlin has made the same revert once however scienceapologist and scienceapologist often work in tangent to further their pov i request that the probation warning be enforced and the page be rollback to where it was at the time of the posting of the probation message',0
i again corrected the inaccurate information for some films nolan did not write the story only the screenplay so hs is not credited as writer if you do not like having the note the compromises i see are to have separate columns for screenplay and story as i had done earlier change the heading to credited with and change to directing producing and screenplay and ignore the film he just wrote the story and was not credited with writing the screenplay what other compromises do you offer that satisfies whatever issues you have with it but keep the information accurate',0
hey pbs adding to this line of thought would you call wwii german occupied czechislovakia an occupied territory how about when the russians moved in was it an occupied territory then to me the current definition of occupied territory does not usually apply to whole countries',0
cool i made a semiserious proposal at wikipedia talkmascot if you are interested maybe the three of us should propose it on a more widely read page like the village pump',0
sick i see useropenfuture calls zero days a reasonable talk timegood on ya you got yourself a rr warning comming soon i even asked you very politely to have a conversation here on the this talk page and avoid a rr on the march instead you go to my own talk page twice trying to make this personal and suddenly you see the light and come back here at the last moment then you commit a clear edit war strike httpenwikipediaorgwindexphptitlethevenusprojectdiff oldid strike httpenwikipediaorgwindexphptitlethevenusprojectdiff oldid strike edit war httpenwikipediaorgwindexphptitlethevenusprojectdiff oldid i think you have enough experience to know better but apparently not',0
aphra yeah the no sex is a problem whole load or problems on poor old reggie though if you ask me seems to be massive arguments and angry editing thank goodness it never gets like that over here i shall withold my vote to see what happens next i started architecture of the united kingdom as you saw full of entheusiasm because graham started it as a red link but i have rather lost my way and interest think i will go back to proper italian buildings for a while trouble is people who have all been on their summer holidays to italia always know best because their badly translated cheap guide books have muddled things up i think i will call myself gary the guide and they might beleive me then perhaps i will go on the italian wiki instead but they are all so young over there my son and his friends included had the anticipated bad day at work yesterday and this morning which is a sod i am going to stop being an anglophile that will serve them right take care nov utc',0
do not you have anything better to do i mean really you love to shove your opinion down other is throats and go around censoring completely relevant comments get off my dick',1
userpage hi ivan were you trying to build a userpage and made an article by mistake do you need some help',0
you may regard hgb however you like but i regarde her as a sexuality ooozing lava hot pussy wagon word',1
ramgarhia surnames virdi matharu hunjan shinda is ramgarhia surnames not other low caste surnames yea its big problem what done in wiki pedia full on shit',1
if the kla had a tactical victory they would have completed their strategic goal if they had a decisive victory they would have killed almost all the yugoslav army troops but the truth is they have killed around or or yugoslav troops just like the nato bombing of yugoslavia the nato said they destroyed about or armored assault vehicles but the truth is that they destroyed only or less vehicles the yugoslav had volunteers from russia greece and i believe yugoslav volunteers nato was involved but had about six aircraft b f and ac i believe the aircraft in the parenthesis are the ones that were used but did not inflict casualties but for the f i believe inflicted casualties so yugoslavia had less casualties than the kla because regular troops are stronger than militias or guerrillas because they have better handling and training on weapons and hand to hand combat and have armored weapons and tanks and many more the kla only had guns',0
ed oloughlin i saw nothing on my talk page from you the wiki software is not user friendlycertainly it is confusing by what logic can you just cancel an application to reconsider a deletion without providing proper specific reasons speedy denial merely to rebound a comment that the application is in bad faith is not good enough i refuse to grovel to you or to wikipedia be sure this is not a game of snakes and ladders there may be outside avenues to address this form of engineed censorship certainly if thee is no proper consideration of my claims and by that i mean evidence how the conduct of the debate on ed oloughlin deletion was conducted appropriately or otherwise there will be further problems for wikipedia arising out of this matter many thanks',0
your first problem is the link it is not to your sprigg so he is nn',0
i have not and i am right between books right now i will pick it up and check it outvr p',0
this is if you want it deleted redirecting it until you have finished may be a better idea',0
should be called mega drive i think the article should be called mega drive it was only called the genesis in america every other country in the world calls it the mega drive \xe2\x80\x94 preceding unsigned comment added by',0
well i can not tell you right now if i am interested because i literally just dozed off looking at the computer screen and am struggling to keep my eyes open to type thisi think that may be an indicator it is bed time for me i will look tomorrow thanks phightins',0
indeed but we have to summarize current mainstream thinking i am quite sympathetic to your view but we have to go by mainstream secondary sources the one for the cholesterol effects actually does not look only at coconut oil i hope others chime in',0
declineexplain this and this then you are also disruptively inserting edits such as this and this among others without making any effort to integrate them with the content already in the article take this time out to familiarize yourself with out rules and policies',0
possible bird strike i have added in the infobox that it might have been a bird strike however i have not done so in main the article as it may be incorrect if it is please revert it and let me know ta',0
a primary source is fine but not to back up debatable technical information wikipedia is not a technical manual it does not need advanced technical details of bitcoin the link to the bitcoin website is there so if people wish to get into the technical details then they can follow the link if the technical details of bitcoin are only on the bitcoin website then we should not slavishly reproduce them here that is not what wikipedia is for see wpnotmanual this is a pillar of wikipedia',0
you da one rihanna song i cant see how this redirect would be so harmful as to require deletion',0
nintendo on exists regardless of what some may say about rumors a incredibly widelyknown rumor is definitely worth a unique page assuming that it is made clear that on iswas a hoax by the way i made the page a while back which was admittedly not factual enough which got deleted',0
i have completed the changes but i fear i may have lost some of your content in the move please add this accidentally omitted material to the new section at the bottom of the talkgeorgism page thanks talk contribs',0
article size statistics can be found at from these statistics these random article lists are expected to contain mostly stub or start size articles see the red and orange parts of the pie chart',0
black sabbath do not undo my revision to the black sabbath page again thanks all you are doing is making the page a complete mess with false information i am sick of having to clean up your crap so knock it off sabbath are not heavy metal as toni iommi himself stated they are hardheavy rock and not heavy metal besides the fact that any moron can hear the difference if you undo my revision again i will just revert it back again stop thinking you know it all you do not i was brought up with these bands and know exactly what genres they are',1
ps i fixed some formatting issues the new memorial \xe2\x99\xaa\xe2\x99\xa,0
you have earned the condescension i have given you not because you are wrong but because you do not have any interest in doing the hard work necessary to become wpcompetent in editing the id article this is a technical topic and you are not nearly smart enough to bluff your way through it if you want to make a contribution here you are going to have to start reading your not understanding the basic issues involved in the kitzmiller decision tells me you are going to be starting from nearzero in light of that i do think your efforts would be best directed elsewhere tc',0
so what\xc2\xa8it was not deliberate',0
sure here no personal attacks do not misrepresent other people as i said you are entitled to your opinions but not your own facts whether i am qualified or not to make philosophical arguments is not for you to say nor is it for us to say who can edit what or how there is no policy against arguing over or editing topics on which one has no knowledge whatsoever in fact apparently many do',0
one mroe question before i go to bed i was wondering if it would be better that the acc headquarter pictures were smaller like px or px because the readers would find it easier to skim also it wouldnt look like we are trying to use pictures to make our page seem longer p',0
is bale turned around and told you he felt more welsh than english and classified himself as welsh what would your antiwelsh stance be then numbnuts i hope you are hunted down by a welsh hate mob and castrated and forced to eat your small testicles',1
proposal to merge the two bounce articles most links to bounce address are redirections of the various aliases they can as well end up at bounce message with a short explanation of the concept and links to relevant articles especially smtp verp spf batv besides bounce address is not the official name of this beast the standards use reverse path for the old smtp with source routes or envelope sender for the modern smtp without source routes',0
to edit please log in editing by unregistered users from your shared ip address or address range may be currently disabled registered users however are still able to edit if you are currently blocked from creating an account you may use this form to request a username alternatively you may email us with your preferred username either way use an email address issued to you by your isp school or organization so that we may verify that you are a legitimate user on this network if using the form please reference this block in the comment section please check on this list that the username you choose has not already been taken we apologize for any inconvenience',0
first of all you people can not even take a smartass joke about your own favourite characters but do not mind screwing up pages of the people you hate such as the ginyu force and cui you do not own these pages i even went to the bother of shortening the descriptions down to make it easier for all of us huh how pointless i should have expected immature villainhaters like you to do this the fact is these pages originally had the ginyu force characters listed and i wonder who came along and took it away',1
bias the article is very subjective eg high quality and is therefore biased',0
i was blocked permanent because i asked somebody if is jewish and since it is a slur',0
and fairly abusive of his powers travis you are a good administrator and that is how an admin should be acting i request a report against someguy for abusing his administrator powers',0
february utc broken english go here httpenwikipediaorgwindexphptitletanks oldid and see the edits made to the soviet unnion by dmorpheus just because it had poor english does not mean it is me in any way what so ever but if one thinks that since it is bad spelling it must be me well then one could even see it fiting with the plot idea ooo look bad spelling must be deng and dosent that mean i have as much evidence that it is someone else as you do that it is me or do you dissagree with my line of thought',0
keep writing to your friend jpgordonwho cares silly slovenianwho cares of you and your rat pack',1
how about i cut off your ballz and send them to your girlfriend i am sure she will like thatps wait do you even have a girlfriend nevermind i will send them to your boyfriend',1
by id hypothesis i mean the assertion that it is possible to scientifically show that some sort of a god exists i am not saying that the hypothesis is testable dembski is explanatory filter only rules out other known explanations it does not have a way to rule out design and behe is ic is simply an argument from ignorance but there is a hypothesis that you can scientifically prove the existence of god which is intimately intertwined with but is not identical to the wedgedrive id movement one can show that the id hypothesis fails on philosophical and scientific grounds entirely on its own which is far more powerful than saying that it fails simply because of the deceit and duplicitousness of the id movement',0
regardless of what sources you have cited not calling him eminent i really do not see the need to do so what is wrong with calling him eminent however you have a point if you want to take out wellknown he is mostly wellknown to iranians and iranologists perhaps however moshe here have constantly lied that you came to an agreement calling him distinguished instead his intentions are a total mystery to me however i have reported him for vandalism',0
he created the dervish state an early th century state that resisted against the british italians french and ethiopians the dervish forces successfully repulsed the british empire in four military expeditions and forced it to retreat to the coastal regionencyclopedia of african history\xe2\x80\x8e \xe2\x80\x93 page as a result of its fame in the middle east and europe the dervish state was recognized as an ally by the ottoman empire and the german empire the state succeeded to outlive the scramble for africa and remained throughout word war i the only independent muslim power in africajihad in the arabian sea camille pecastaing in the land of the mad mullah somalia this is the disputed part now tell me what in here is in contrast with the concensus and at the first place what do you think the concensus was',0
